Player,Team,team_name,Elig_Pos,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP,pos_group,T_szn_G,T_szn_A,T_szn_PPP,T_szn_SOG,T_szn_FOW,T_szn_HIT,T_szn_BLK,T_szn_PIM,T_l7_G,T_l7_A,T_l7_PPP,T_l7_SOG,T_l7_FOW,T_l7_HIT,T_l7_BLK,T_l7_PIM,Offensive_Index_szn,Banger_Index_szn,Composite_Index_szn,Offensive_Index_l7,Banger_Index_l7,Composite_Index_l7
Tony DeAngelo,NYI,,,20,0:17:01,0.18,1.23,6.16,2.11,2.99,3.52,0.0,7.0,0:15:04,0.0,1.71,3.98,1.14,1.71,9.1,0.0,20.0,0:01:54,0.0,,,,D,53,81,2,89,50,37,28,87,28,87,50,62,50,24,12,98,55.0,50.66666666666666,53.7,55.4,44.66666666666666,52.17999999999999
Nick Schmaltz,UTA,Bros before Ahos,C;RW,20,0:19:53,1.51,1.81,8.45,0.6,1.66,0.6,6.34,7.0,0:20:03,0.85,0.85,5.98,0.85,1.28,0.0,8.54,20.0,0:03:33,5.06,7.0,0:02:52,0.0,F,89,86,67,79,65,7,41,26,65,55,8,57,72,14,40,17,77.2,24.666666666666668,61.44,51.4,23.666666666666668,43.08
Kasperi Kapanen,EDM,,,6,0:12:17,0.0,1.63,3.26,13.02,3.26,0.0,0.0,,,,,,,,,,,,,,,,F,7,81,50,12,13,89,80,10,50,50,50,50,50,50,50,50,32.6,59.66666666666666,40.72,50.0,50.0,50.0
Jared McCann,SEA,,,5,0:17:17,2.08,0.69,9.72,4.86,2.78,0.0,1.39,,,,,,,,,,,,,,,,F,96,41,50,87,32,55,72,10,50,50,50,50,50,50,50,50,61.2,45.66666666666666,56.53999999999999,50.0,50.0,50.0
David Pastrnak,BOS,Jagrbombs,RW,21,0:20:05,1.56,2.13,10.38,4.83,0.85,1.99,0.14,7.0,0:20:55,1.64,2.05,9.83,2.46,0.82,0.82,0.41,21.0,0:04:28,7.66,7.0,0:04:52,7.03,F,90,91,83,90,15,55,15,61,88,89,79,85,20,36,25,41,73.8,43.66666666666666,64.75999999999999,72.2,34.0,60.74
Adrian Kempe,L.A,Sask Squatches,RW,20,0:19:25,0.93,2.01,10.19,6.33,1.7,2.16,1.54,7.0,0:18:25,0.47,1.4,11.63,3.72,1.4,0.93,0.47,20.0,0:03:32,4.24,7.0,0:04:01,2.13,F,67,89,59,89,33,66,42,64,44,75,42,90,21,51,44,44,67.4,57.333333333333336,64.38,54.4,46.333333333333336,51.98
Ivan Barbashev,VGK,Sask Squatches,LW,19,0:16:01,1.38,1.97,5.52,5.52,1.38,0.39,0.0,7.0,0:16:57,1.52,1.52,5.56,4.04,2.53,1.01,0.0,,,,,,,F,86,89,50,46,13,60,31,20,86,79,50,52,14,54,71,46,56.8,37.0,50.86,56.2,57.0,56.44
Marcus Pettersson,VAN,,,21,0:20:54,0.14,0.41,1.91,1.64,5.19,3.42,0.0,7.0,0:21:02,0.41,0.0,2.04,0.81,5.29,2.44,0.0,,,,,,,D,45,31,50,14,50,28,70,86,80,13,50,24,50,17,72,75,38.0,61.333333333333336,45.0,43.4,54.66666666666666,46.78
Brandon Montour,SEA,Trocheck Backcheck Paycheque,D,15,0:22:17,0.54,1.08,6.64,2.69,4.31,1.26,0.0,7.0,0:21:41,0.0,0.4,4.74,1.58,3.16,0.79,0.0,15.0,0:01:48,4.43,7.0,0:01:58,0.0,D,95,75,62,92,50,48,56,46,28,36,7,73,50,33,38,39,74.8,50.0,67.35999999999999,38.8,36.66666666666666,38.16
Ryan Donato,CHI,,,19,0:15:15,1.45,1.03,7.04,4.97,0.83,2.07,7.86,7.0,0:14:17,0.6,1.8,4.8,4.2,0.6,2.4,15.6,19.0,0:01:16,2.48,,,,F,87,59,36,66,70,56,14,63,51,85,50,43,84,55,18,71,63.6,44.333333333333336,57.81999999999999,62.6,48.0,58.22
Christian Dvorak,PHI,,,18,0:16:53,1.18,1.38,6.51,1.97,1.78,1.58,21.51,7.0,0:18:02,1.42,1.9,8.07,0.47,1.42,0.95,23.27,,,,,,,F,79,74,50,60,89,23,45,53,84,86,50,75,90,9,44,45,70.4,40.333333333333336,61.38,77.0,32.666666666666664,63.7
Justin Kirkland,CGY,,,9,0:09:34,0.0,0.7,3.48,9.06,2.09,0.0,25.08,,,,,,,,,,,,,,,,F,7,41,50,15,91,79,54,10,50,50,50,50,50,50,50,50,40.8,47.66666666666666,42.85999999999999,50.0,50.0,50.0
Juho Lammikko,N.J,,,8,0:10:45,0.0,0.0,5.58,6.28,5.58,0.0,20.22,5.0,0:10:57,0.0,0.0,4.38,4.38,7.67,0.0,15.34,,,,,,,F,7,6,50,46,88,66,96,10,15,11,50,37,84,57,98,17,39.4,57.333333333333336,44.78,39.4,57.333333333333336,44.78
Warren Foegele,L.A,,,15,0:13:36,0.88,0.0,5.58,4.7,0.88,2.35,0.88,5.0,0:14:05,1.7,0.0,5.11,3.41,1.7,1.7,0.0,,,,,,,F,64,6,50,46,25,54,15,67,89,11,50,47,14,48,52,61,38.2,45.333333333333336,40.34,42.2,53.66666666666666,45.64
Brayden Point,T.B,Boats and Ahos,C,19,0:19:10,0.49,1.32,6.42,0.49,1.15,0.99,16.47,7.0,0:19:19,0.44,0.89,6.66,0.44,0.44,0.89,17.31,19.0,0:04:18,2.2,7.0,0:04:21,0.0,F,38,72,32,58,85,6,24,38,42,56,8,64,86,9,14,43,57.0,22.666666666666668,46.7,51.2,22.0,42.44
Jake Walman,EDM,The Epstein Islanders,D,15,0:20:41,0.58,1.35,4.06,1.35,5.41,1.55,0.0,7.0,0:21:14,0.81,0.4,5.25,1.61,3.63,3.23,0.0,,,,,,,D,96,85,50,64,50,22,73,55,96,36,50,78,50,34,47,83,69.0,50.0,63.3,62.0,54.66666666666666,59.8
Michael Amadio,OTT,,,19,0:14:53,1.27,0.64,4.45,6.36,2.97,0.42,0.64,7.0,0:15:13,2.25,1.13,5.63,7.88,1.13,0.0,0.56,,,,,,,F,82,38,50,29,22,66,75,21,95,66,50,53,23,77,35,17,44.2,54.0,47.14,57.4,43.0,53.08
Devon Toews,COL,,,19,0:23:13,0.0,0.95,3.26,0.95,3.4,0.54,0.0,7.0,0:22:55,0.0,1.87,2.99,1.87,4.49,0.75,0.0,19.0,0:01:03,0.0,,,,D,19,69,2,46,50,14,37,22,28,90,50,44,50,39,61,38,37.2,24.33333333333333,33.34,52.4,46.0,50.48
Viktor Arvidsson,BOS,,,20,0:14:32,1.24,0.83,10.73,1.65,2.27,1.24,1.24,6.0,0:15:39,1.92,0.64,13.41,0.0,3.19,0.0,1.92,20.0,0:02:25,2.48,6.0,0:03:50,5.21,F,81,49,36,91,30,19,59,45,92,44,71,94,39,4,81,17,57.4,41.0,52.48,68.0,34.0,57.8
Sam Lafferty,CHI,,,7,0:08:45,0.98,0.0,1.96,6.85,0.98,13.7,0.98,4.0,0:09:29,1.58,0.0,3.16,3.16,1.58,15.8,1.58,,,,,,,F,70,6,50,2,27,69,18,99,87,11,50,21,35,45,49,99,31.0,62.0,40.3,40.8,64.33333333333333,47.85999999999999
Danton Heinen,PIT,,,4,0:11:35,0.0,0.0,7.77,3.88,7.77,2.59,2.59,4.0,0:11:35,0.0,0.0,7.77,3.88,7.77,2.59,2.59,,,,,,,F,7,6,50,73,43,46,99,71,15,11,50,73,45,52,98,73,35.8,72.0,46.66,38.8,74.33333333333333,49.46
Michael Bunting,NSH,,,20,0:14:37,0.82,1.23,4.72,1.44,1.23,1.23,0.62,7.0,0:14:41,0.58,1.17,4.67,1.75,0.0,1.17,0.0,20.0,0:02:21,3.81,7.0,0:02:44,6.26,F,61,68,55,33,22,16,26,44,50,68,76,41,14,27,4,50,47.8,28.666666666666668,42.06,49.8,27.0,42.96
Gustav Forsling,FLA,,,19,0:22:07,0.0,1.28,3.71,2.57,3.28,0.57,0.0,7.0,0:21:12,0.0,1.62,4.04,1.62,3.64,0.81,0.0,,,,,,,D,19,83,50,57,50,46,34,23,28,86,50,63,50,34,47,40,51.8,34.333333333333336,46.56,55.4,40.333333333333336,50.88
Dakota Joshua,TOR,,,20,0:12:24,0.48,0.73,4.35,15.97,3.87,0.97,0.48,7.0,0:12:55,0.0,0.66,2.65,13.93,2.65,1.33,0.66,,,,,,,F,37,43,50,27,20,93,87,37,15,45,50,14,24,91,73,53,35.4,72.33333333333333,46.48,29.6,72.33333333333333,42.42
Sammy Blais,TOR,,,7,0:08:05,1.06,2.12,7.42,28.61,4.24,4.24,0.0,4.0,0:06:42,0.0,2.24,6.71,35.8,2.24,4.47,0.0,,,,,,,F,74,91,50,70,13,98,90,87,15,91,50,64,14,99,65,87,59.6,91.66666666666669,69.22,46.8,83.66666666666667,57.86
Victor Olofsson,COL,,,19,0:14:14,1.33,2.0,10.64,1.11,1.33,0.89,0.0,7.0,0:15:16,1.68,1.12,6.74,1.12,2.25,2.25,0.0,19.0,0:03:39,5.17,7.0,0:04:23,3.91,F,84,89,68,91,13,12,30,35,89,66,61,65,14,18,65,69,69.0,25.666666666666668,56.0,59.0,50.66666666666666,56.5
Jake Evans,MTL,,,19,0:15:46,0.6,0.6,4.8,5.2,3.4,2.4,27.61,7.0,0:15:27,1.11,1.11,4.43,6.1,1.66,1.11,22.17,,,,,,,F,46,35,50,34,92,58,82,68,75,66,50,38,89,69,51,49,51.4,69.33333333333333,56.78,63.6,56.333333333333336,61.42
Jake Middleton,MIN,,,18,0:18:08,0.0,0.37,3.12,4.78,5.7,4.78,0.0,5.0,0:19:46,0.0,0.61,4.25,3.03,4.86,2.43,0.0,,,,,,,D,19,28,50,43,50,76,77,94,28,48,50,66,50,59,67,75,38.0,82.33333333333333,51.3,48.4,67.0,53.97999999999999
Hayden Hodgson,OTT,,,3,0:07:31,0.0,0.0,0.0,29.27,0.0,0.0,0.0,3.0,0:07:31,0.0,0.0,0.0,29.27,0.0,0.0,0.0,,,,,,,F,7,6,50,1,13,98,1,10,15,11,50,1,14,98,4,17,15.4,36.333333333333336,21.68,18.2,39.66666666666666,24.64
Darren Raddysh,T.B,,,13,0:16:40,0.55,1.38,6.65,2.49,1.94,2.49,0.0,6.0,0:18:48,0.53,1.6,6.38,2.13,1.6,3.72,0.0,13.0,0:02:38,3.5,6.0,0:04:03,4.93,D,95,86,51,92,50,45,9,75,88,85,66,87,50,44,10,87,74.8,43.0,65.25999999999999,75.2,47.0,66.74
Andrew Mangiapane,EDM,,,21,0:15:01,0.76,0.57,3.99,3.23,2.09,0.38,0.19,7.0,0:13:28,0.0,1.27,5.09,3.82,1.27,1.27,0.64,,,,,,,F,57,33,50,22,16,39,54,20,15,71,50,46,24,52,40,52,35.6,37.66666666666666,36.22,41.2,48.0,43.24
Frank Vatrano,ANA,,,19,0:12:02,0.52,0.26,8.13,11.28,3.15,2.36,1.05,7.0,0:11:03,0.78,0.0,5.43,8.53,3.1,0.0,0.0,,,,,,,F,40,16,50,77,27,86,78,68,61,11,50,51,14,80,80,17,42.0,77.33333333333333,52.6,37.4,59.0,43.88
Noah Hanifin,VGK,Dan's Dazzling Team,D,9,0:23:20,0.29,0.86,7.14,1.43,3.14,0.57,0.0,7.0,0:23:20,0.37,1.1,6.98,1.1,4.04,0.73,0.0,9.0,0:01:19,5.06,,,,D,73,64,68,94,50,23,31,23,76,71,50,90,50,23,54,37,69.8,25.666666666666668,56.56,67.4,38.0,58.58
Rasmus Andersson,CGY,Sask Squatches,D,21,0:24:17,0.47,0.59,5.77,1.41,4.24,2.12,0.0,,,,,,,,,,21.0,0:02:24,4.76,7.0,0:02:40,6.42,D,91,45,66,86,50,23,54,68,50,50,74,50,50,50,50,50,67.6,48.333333333333336,61.81999999999999,54.8,50.0,53.35999999999999
Kyle Connor,WPG,robert's Fabulous Team,LW,19,0:20:27,1.7,2.01,11.26,1.39,0.31,0.62,0.0,7.0,0:20:48,1.24,1.65,10.71,1.65,0.0,0.0,0.0,19.0,0:03:10,5.96,7.0,0:02:56,8.75,F,92,89,74,93,13,16,4,27,79,82,85,88,14,26,4,17,72.2,15.666666666666666,55.24,69.6,15.666666666666666,53.41999999999999
Jonas Siegenthaler,N.J,,,19,0:19:42,0.0,0.32,1.6,3.04,5.77,1.28,0.0,7.0,0:19:49,0.0,0.0,2.59,4.32,6.05,0.0,0.0,,,,,,,D,19,24,50,9,50,54,77,47,28,13,50,36,50,74,79,13,30.4,59.333333333333336,39.08,35.4,55.333333333333336,41.38
Pavel Zacha,BOS,Bar Down Beauties,C;LW,21,0:17:47,0.8,1.77,5.14,4.01,1.77,2.25,20.07,7.0,0:17:57,1.43,0.48,6.21,5.25,2.39,0.95,26.25,21.0,0:03:39,7.04,7.0,0:03:52,6.63,F,60,85,80,40,88,47,44,66,84,35,78,59,91,64,68,45,70.6,52.333333333333336,65.11999999999999,69.4,59.0,66.28
Connor McDavid,EDM,Sask Squatches,C,21,0:23:23,1.1,2.56,7.81,0.73,0.73,1.22,13.19,7.0,0:23:07,2.22,1.85,8.15,1.48,1.48,2.22,14.08,21.0,0:03:14,10.56,7.0,0:02:34,10.02,F,76,95,92,74,81,8,11,44,95,85,88,76,82,23,46,69,83.6,21.0,64.82,85.2,46.0,73.44
Jack Eichel,VGK,Dan's Dazzling Team,C,19,0:21:13,1.19,2.38,11.75,0.89,1.79,0.0,22.32,7.0,0:22:04,0.0,1.94,11.26,0.78,1.94,0.0,16.3,19.0,0:04:12,8.25,7.0,0:03:57,4.34,F,79,94,86,94,89,10,45,10,15,87,65,89,85,13,58,17,88.4,21.666666666666668,68.38,68.2,29.33333333333333,56.54
Vince Dunn,SEA,Hughes your daddy,D,19,0:22:47,0.42,1.25,6.37,0.55,2.49,1.66,0.0,7.0,0:21:54,0.39,1.57,7.04,0.78,3.52,2.35,0.0,19.0,0:03:03,5.16,7.0,0:03:33,4.81,D,88,82,69,91,50,7,18,58,78,85,65,90,50,16,45,74,76.0,27.666666666666668,61.5,73.6,45.0,65.02
Jordan Greenway,BUF,,,9,0:14:52,0.45,0.45,4.93,5.38,1.79,5.83,3.14,7.0,0:14:59,0.57,0.0,4.57,2.86,2.29,2.29,1.71,,,,,,,F,35,26,50,36,47,59,45,93,50,11,50,40,37,41,66,69,38.8,65.66666666666667,46.86,37.6,58.66666666666666,43.92
Timo Meier,N.J,Trocheck Backcheck Paycheque,LW;RW,19,0:18:14,0.87,1.56,10.56,5.37,1.56,1.73,2.08,7.0,0:19:32,0.88,1.32,14.03,3.95,0.0,0.88,0.88,19.0,0:02:15,7.0,7.0,0:03:00,2.85,F,64,80,80,90,39,59,37,56,66,73,51,95,27,53,4,43,70.6,50.66666666666666,64.61999999999999,62.4,33.333333333333336,53.68
Erik Cernak,T.B,,,18,0:19:05,0.0,0.52,2.09,6.81,6.98,3.67,0.0,6.0,0:18:58,0.0,0.53,2.11,6.85,5.27,4.74,0.0,,,,,,,D,19,39,50,18,50,88,88,88,28,44,50,26,50,89,72,92,35.2,88.0,51.04,39.6,84.33333333333333,53.02
Mikko Rantanen,DAL,Hughes your daddy,LW;RW,20,0:21:03,1.28,2.57,7.84,2.28,1.85,4.7,2.0,7.0,0:19:53,0.86,3.45,9.91,0.86,2.59,8.19,1.72,20.0,0:04:20,10.36,7.0,0:04:07,10.41,F,83,95,91,74,38,27,47,89,65,98,88,85,37,14,72,96,76.2,54.333333333333336,69.64,74.6,60.66666666666666,70.41999999999999
A.J. Greer,FLA,,,19,0:09:09,1.38,0.69,4.83,20.69,1.38,7.24,0.69,7.0,0:09:31,0.9,0.0,6.3,18.89,0.0,8.1,0.9,,,,,,,F,86,41,50,35,23,96,31,96,67,11,50,60,27,95,4,96,47.0,74.33333333333333,55.2,43.0,65.0,49.6
Jansen Harkins,ANA,,,9,0:09:25,0.71,0.0,3.53,22.62,2.12,1.41,22.62,6.0,0:09:29,0.0,0.0,1.05,22.12,1.05,2.11,26.34,,,,,,,F,54,6,50,16,89,97,55,49,15,11,50,2,91,97,33,67,43.0,67.0,50.2,33.8,65.66666666666667,43.36
Sebastian Aho,CAR,Boats and Ahos,C,19,0:20:11,1.09,1.72,7.82,3.13,1.09,0.63,22.84,7.0,0:20:54,1.23,1.23,10.66,0.41,0.41,0.0,20.08,19.0,0:03:06,4.06,7.0,0:03:03,2.81,F,75,84,57,74,90,37,22,27,79,70,50,88,88,8,13,17,76.0,28.666666666666668,61.8,75.0,12.666666666666666,56.3
Keegan Kolesar,VGK,,,19,0:10:43,0.0,0.88,4.12,15.31,4.12,2.65,0.59,7.0,0:10:36,0.0,0.81,4.04,12.94,2.43,1.62,0.81,,,,,,,F,7,51,50,24,21,92,90,72,15,53,50,33,26,90,69,59,30.6,84.66666666666667,46.82,35.4,72.66666666666667,46.58
Tommy Novak,PIT,,,19,0:12:37,0.5,1.25,6.01,1.25,2.0,1.0,4.5,7.0,0:13:54,0.62,0.62,3.7,0.62,1.85,0.0,4.93,,,,,,,F,38,69,50,53,56,14,52,38,53,43,50,28,59,11,56,17,53.2,34.666666666666664,47.64,46.6,28.0,41.02
Travis Konecny,PHI,Trocheck Backcheck Paycheque,LW;RW,18,0:19:09,0.87,1.57,6.96,5.39,2.61,2.26,1.22,7.0,0:19:58,0.86,2.15,6.44,5.58,2.58,0.86,1.72,18.0,0:02:09,4.65,7.0,0:01:28,11.58,F,64,80,64,65,30,59,68,66,65,90,90,62,37,66,72,43,60.6,64.33333333333333,61.72,68.8,60.333333333333336,66.25999999999999
Dylan Strome,WSH,Dan's Dazzling Team,C,17,0:17:47,0.99,2.18,6.55,1.39,1.19,1.59,33.54,7.0,0:19:08,0.9,1.34,4.93,1.79,0.45,2.69,30.0,17.0,0:03:17,4.28,7.0,0:02:45,0.0,F,70,92,60,60,94,16,25,53,67,74,8,44,93,28,14,74,75.2,31.33333333333333,62.04,57.2,38.66666666666666,51.64
Brandon Carlo,TOR,,,18,0:20:03,0.0,0.33,3.82,1.99,5.65,1.0,0.0,5.0,0:19:49,0.0,0.0,3.03,3.03,5.45,1.21,0.0,,,,,,,D,19,25,50,59,50,35,76,38,28,13,50,45,50,59,74,51,40.6,49.66666666666666,43.31999999999999,37.2,61.333333333333336,44.44
Brock Boeser,VAN,Bar Down Beauties,RW,19,0:18:23,1.37,1.03,7.38,2.06,1.03,0.0,2.75,7.0,0:18:21,0.93,1.4,7.0,2.8,0.93,0.0,2.33,19.0,0:03:42,4.26,7.0,0:03:35,7.15,F,85,59,60,70,44,24,20,10,68,75,80,67,42,41,29,17,63.6,18.0,49.92,66.4,29.0,55.18000000000001
Mathew Barzal,NYI,robert's Fabulous Team,C;RW,19,0:20:52,0.76,1.51,6.81,1.06,2.27,2.12,8.63,7.0,0:21:16,0.81,1.21,7.25,1.21,2.01,0.81,9.27,19.0,0:04:00,2.36,7.0,0:03:22,2.54,F,57,78,34,63,72,12,59,64,63,69,47,69,74,19,60,41,60.8,45.0,56.06,64.4,40.0,57.08
Roope Hintz,DAL,P Diddlers,C,15,0:18:17,0.87,2.62,10.06,2.84,1.09,0.44,28.21,7.0,0:17:27,1.47,2.45,8.84,4.42,0.0,0.0,26.02,15.0,0:03:25,9.32,7.0,0:03:34,7.21,F,64,95,89,88,92,34,22,22,85,93,80,80,91,57,4,17,85.6,26.0,67.72,85.8,26.0,67.86
Parker Wotherspoon,PIT,,,19,0:21:05,0.3,0.75,2.7,4.34,4.19,3.29,0.0,7.0,0:20:18,0.42,0.42,3.38,5.07,3.8,1.69,0.0,,,,,,,D,74,56,50,32,50,71,53,85,80,37,50,52,50,80,50,62,52.4,69.66666666666667,57.58,53.8,64.0,56.86
Caleb Jones,PIT,,,7,0:17:10,0.0,0.5,2.5,4.99,7.49,0.0,0.0,,,,,,,,,,,,,,,,D,19,38,50,27,50,78,91,7,50,50,50,50,50,50,50,50,36.8,58.66666666666666,43.36,50.0,50.0,50.0
Noah Juulsen,PHI,,,18,0:13:44,0.0,0.49,2.67,8.25,2.91,0.97,0.0,7.0,0:14:12,0.0,0.6,3.02,9.05,2.41,2.41,0.0,,,,,,,D,19,37,50,32,50,93,26,37,28,48,50,45,50,94,24,74,37.6,52.0,41.92,44.2,64.0,50.14
Jack Roslovic,EDM,Autodraft Anomalies,C;RW,19,0:17:24,1.27,1.45,8.16,0.91,0.91,1.45,2.9,7.0,0:18:57,1.81,2.26,8.14,0.45,0.45,3.62,3.62,19.0,0:01:20,9.44,7.0,0:02:43,6.31,F,82,76,89,77,46,10,16,50,91,91,76,76,52,9,14,82,74.0,25.33333333333333,59.4,77.2,35.0,64.53999999999999
Zach Werenski,CBJ,Autodraft Anomalies,D,20,0:26:40,0.67,1.12,8.1,1.35,3.37,0.0,0.0,7.0,0:27:41,0.62,1.24,7.74,1.24,2.79,0.0,0.0,20.0,0:02:57,5.07,7.0,0:03:02,5.65,D,98,77,68,97,50,22,36,7,92,76,71,93,50,26,31,13,78.0,21.666666666666668,61.1,76.4,23.33333333333333,60.48
Nicolas Roy,TOR,,,19,0:14:55,0.21,0.64,4.45,4.02,2.33,0.85,26.67,6.0,0:17:13,0.0,0.58,5.23,2.32,0.58,0.0,29.62,,,,,,,F,18,38,50,29,91,47,61,34,15,41,50,48,93,35,18,17,45.2,47.333333333333336,45.84,49.4,23.33333333333333,41.58
Anthony Beauvillier,WSH,,,19,0:14:40,0.65,0.43,9.68,4.95,1.08,0.86,0.65,7.0,0:15:35,1.1,0.55,9.34,4.4,2.2,1.1,1.65,,,,,,,F,49,25,50,87,22,56,21,34,75,39,50,82,36,57,64,48,46.6,37.0,43.72,56.4,56.333333333333336,56.38
Jeremy Lauzon,VGK,Autodraft Anomalies,D;IR;IR+,17,0:15:54,0.0,0.89,3.33,12.65,5.77,6.21,0.0,5.0,0:13:01,0.0,0.92,5.52,12.89,4.6,10.13,0.0,,,,,,,D,19,65,50,48,50,98,77,97,28,64,50,81,50,98,63,99,46.4,90.66666666666669,59.67999999999999,54.6,86.66666666666667,64.22
Thomas Chabot,OTT,Hughes your daddy,D;IR;IR+,17,0:21:55,0.32,1.29,3.06,1.77,5.63,1.61,0.0,5.0,0:20:01,0.0,1.8,1.2,3.6,5.99,1.2,0.0,17.0,0:02:08,6.58,,,,D,77,83,79,41,50,30,76,56,28,89,50,9,50,67,79,51,66.0,54.0,62.39999999999999,45.2,65.66666666666667,51.34
Mathieu Joseph,STL,,,17,0:12:37,0.56,1.12,5.03,8.94,2.51,0.56,0.84,4.0,0:12:33,1.2,2.39,1.2,7.17,2.39,0.0,0.0,,,,,,,F,43,63,50,38,25,79,66,25,78,92,50,2,14,74,68,17,43.8,56.66666666666666,47.66,47.2,53.0,48.94
Lawson Crouse,UTA,,,20,0:14:36,0.82,0.82,7.19,10.68,2.67,1.23,1.85,7.0,0:15:04,1.14,1.71,5.12,9.67,2.84,2.28,3.41,,,,,,,F,61,48,50,68,36,84,69,44,76,83,50,47,51,83,76,69,52.6,65.66666666666667,56.52,61.4,76.0,65.78
Kyle Capobianco,DAL,,,5,0:09:23,0.0,0.0,2.55,3.83,0.0,2.55,0.0,2.0,0:13:54,0.0,0.0,0.0,4.32,0.0,0.0,0.0,,,,,,,D,19,6,50,29,50,66,1,76,28,13,50,1,50,74,1,13,30.8,47.66666666666666,35.86,28.4,29.33333333333333,28.68
Mitch Marner,VGK,Bar Down Beauties,RW,19,0:20:51,0.61,2.57,5.0,1.06,1.82,0.61,1.67,7.0,0:21:04,0.41,2.44,5.29,0.41,2.03,0.81,2.44,19.0,0:04:17,3.68,7.0,0:03:59,4.3,F,47,95,53,38,35,12,46,27,40,93,64,49,43,8,61,41,53.6,28.33333333333333,46.02,57.8,36.66666666666666,51.46
Jake DeBrusk,VAN,Dan's Dazzling Team,LW;RW,21,0:17:49,1.28,0.32,9.3,2.72,1.44,0.64,0.8,7.0,0:17:26,2.46,0.0,7.86,2.95,0.49,0.98,1.47,21.0,0:03:36,5.54,7.0,0:03:10,10.83,F,83,19,71,85,24,33,33,28,96,11,89,74,34,42,15,46,56.4,31.33333333333333,48.88,60.8,34.333333333333336,52.86
Ivan Provorov,CBJ,,,20,0:24:45,0.36,0.36,4.73,1.21,3.64,0.97,0.0,7.0,0:26:12,0.33,0.0,2.62,0.65,3.6,0.65,0.0,,,,,,,D,82,27,50,75,50,19,42,37,72,13,50,37,50,14,47,35,56.8,32.666666666666664,49.56,44.4,32.0,40.68
John Marino,UTA,,,20,0:20:39,0.15,1.31,3.34,0.73,2.61,0.58,0.0,7.0,0:21:31,0.0,1.59,3.58,0.8,1.99,0.0,0.0,,,,,,,D,47,84,50,48,50,10,20,24,28,85,50,56,50,17,16,13,55.8,18.0,44.46,53.8,15.333333333333334,42.26
Yakov Trenin,MIN,,,20,0:12:38,0.24,0.71,5.7,20.65,2.37,1.9,2.85,7.0,0:11:39,0.74,0.74,4.41,18.39,2.94,2.94,5.88,,,,,,,F,20,42,50,48,45,96,62,60,59,49,50,38,64,95,77,77,41.0,72.66666666666667,50.5,52.0,83.0,61.3
Anthony Cirelli,T.B,Bros before Ahos,C,15,0:18:39,1.5,1.07,4.72,1.71,2.36,1.29,27.01,3.0,0:15:15,0.0,1.31,2.62,0.0,2.62,0.0,7.86,15.0,0:02:05,3.82,,,,F,89,61,55,33,92,20,62,46,15,73,50,14,70,4,72,17,66.0,42.66666666666666,58.99999999999999,44.4,31.0,40.38
Evan Rodrigues,FLA,,,19,0:17:02,0.93,0.93,8.34,4.08,1.85,1.48,16.87,7.0,0:17:22,1.48,0.49,9.37,2.96,1.48,0.0,20.71,19.0,0:02:03,3.07,7.0,0:02:09,3.98,F,67,54,45,78,85,48,47,50,85,36,62,82,88,43,46,17,65.8,48.333333333333336,60.56,70.6,35.333333333333336,60.02
Artemi Panarin,NYR,Sask Squatches,LW,21,0:20:38,0.69,1.94,8.45,0.28,0.28,0.55,0.0,7.0,0:19:37,1.31,3.93,8.73,0.0,0.0,0.87,0.0,21.0,0:03:35,4.77,7.0,0:02:43,12.62,F,52,88,65,79,13,4,3,25,81,98,92,79,14,4,4,43,59.4,10.666666666666666,44.78,72.8,17.0,56.06
Noel Acciari,PIT,,,13,0:12:55,0.0,1.07,3.93,6.42,3.57,4.28,19.63,2.0,0:06:55,0.0,4.33,0.0,0.0,0.0,0.0,13.0,,,,,,,F,7,61,50,21,88,67,84,87,15,99,50,1,81,4,4,17,45.4,79.33333333333333,55.58,49.2,8.333333333333334,36.94
Kevin Stenlund,UTA,,,20,0:15:06,0.2,0.4,3.97,2.78,3.38,1.19,33.95,7.0,0:14:20,0.0,0.6,5.38,2.99,2.39,1.2,30.48,,,,,,,F,17,24,50,22,94,33,82,43,15,42,50,50,93,43,68,51,41.4,52.66666666666666,44.78,50.0,54.0,51.2
Will Borgen,NYR,,,19,0:18:37,0.17,0.34,2.71,4.41,4.07,1.36,0.0,5.0,0:18:07,0.66,0.0,1.99,3.31,2.65,2.65,0.0,,,,,,,D,51,26,50,33,50,72,51,49,93,13,50,23,50,63,28,78,42.0,57.333333333333336,46.6,45.8,56.333333333333336,48.96
Colton White,N.J,,,4,0:11:46,0.0,0.0,3.82,3.82,2.55,0.0,0.0,4.0,0:11:46,0.0,0.0,3.82,3.82,2.55,0.0,0.0,,,,,,,D,19,6,50,59,50,66,19,7,28,13,50,60,50,69,27,13,36.8,30.666666666666668,34.959999999999994,40.2,36.333333333333336,39.04
